-20,0,0
-20,0.054279,-0.010157
-20,0.098449,-0.037949
-19.999,0.12782,-0.078181
-19.999,0.13952,-0.12464
-19.999,0.13287,-0.17021
-19.999,0.10997,-0.20805
-19.998,0.075419,-0.23269
-19.998,0.03557,-0.24093
-19.998,-0.002466,-0.2324
-19.997,-0.032078,-0.20971
-19.997,-0.048364,-0.17797
-19.997,-0.049093,-0.14391
-19.997,-0.035197,-0.11451
-19.996,-0.010626,-0.09562
-19.996,0.018458,-0.090614
-19.996,0.045043,-0.099612
-19.995,0.062925,-0.11938
-19.995,0.068275,-0.1441
-19.995,0.06068,-0.16681
-19.994,0.043323,-0.18137
-19.994,0.022115,-0.1842
-19.993,0.0039391,-0.17545
-19.993,-0.0055583,-0.15901
-19.993,-0.0039127,-0.14125
-19.992,0.0072146,-0.12875
-19.992,0.022602,-0.12582
-19.991,0.035525,-0.13268
-19.991,0.04063,-0.14532
-19.99,0.036411,-0.15727
-19.99,0.026004,-0.16272
-19.989,0.015613,-0.15957
-19.989,0.011085,-0.15064
-19.988,0.014406,-0.14207
-19.988,0.022379,-0.13936
-19.987,0.028798,-0.14358
-19.986,0.029067,-0.15056
-19.986,0.023912,-0.1542
-19.985,0.018746,-0.15185
-19.984,0.018502,-0.14678
-19.984,0.022541,-0.14475
-19.983,0.025475,-0.14747
-19.982,0.023916,-0.15062
-19.981,0.020965,-0.14987
-19.98,0.021305,-0.14727
-19.979,0.023533,-0.1475
-19.977,0.023195,-0.14936
-19.976,0.021756,-0.14879
-19.974,0.022596,-0.14785
-19.973,0.02294,-0.1488
-19.971,0.022224,-0.14857
-19.968,0.022748,-0.14839
-19.966,0.022496,-0.14869
-19.962,0.022627,-0.14851
-19.957,0.022563,-0.14865
-19.95,0.022624,-0.14867
-19.937,0.022638,-0.14877
-19.903,0.022713,-0.14901
-19.764,0.023027,-0.15001
-19.252,0.024229,-0.15379
-18.462,0.026279,-0.16001
-17.542,0.029015,-0.16791
-16.58,0.032359,-0.17702
-15.633,0.036247,-0.18698
-14.729,0.040645,-0.19754
-13.882,0.045524,-0.20853
-13.096,0.050873,-0.21982
-12.369,0.056685,-0.23132
-11.698,0.06296,-0.24297
-11.078,0.069701,-0.25472
-10.506,0.076914,-0.26652
-9.9752,0.084606,-0.27836
-9.483,0.092785,-0.29019
-9.0253,0.10146,-0.302
-8.5988,0.11064,-0.31374
-8.2003,0.12033,-0.3254
-7.8274,0.13055,-0.33695
-7.4776,0.14128,-0.34835
-7.1488,0.15255,-0.35959
-6.8393,0.16436,-0.37063
-6.5472,0.1767,-0.38143
-6.2713,0.18958,-0.39198
-6.0101,0.203,-0.40224
-5.7624,0.21696,-0.41217
-5.5272,0.23145,-0.42175
-5.3035,0.24646,-0.43093
-5.0905,0.262,-0.4397
-4.8872,0.27806,-0.448
-4.6931,0.29461,-0.45582
-4.5073,0.31166,-0.46311
-4.3294,0.32918,-0.46984
-4.1588,0.34715,-0.47598
-3.995,0.36557,-0.4815
-3.8375,0.38441,-0.48635
-3.6858,0.40364,-0.49051
-3.5396,0.42324,-0.49394
-3.3985,0.44318,-0.49662
-3.2622,0.46343,-0.4985
-3.1304,0.48396,-0.49957
-3.0028,0.50473,-0.49979
-2.879,0.52571,-0.49913
-2.7589,0.54685,-0.49758
-2.6422,0.56812,-0.4951
-2.5287,0.58946,-0.49168
-2.4183,0.61084,-0.48729
-2.3106,0.6322,-0.48192
-2.2055,0.6535,-0.47555
-2.103,0.67467,-0.46818
-2.0027,0.69567,-0.45979
-1.9046,0.71643,-0.45038
-1.8085,0.73691,-0.43994
-1.7143,0.75703,-0.42849
-1.6219,0.77675,-0.41602
-1.5312,0.796,-0.40255
-1.4419,0.81472,-0.38808
-1.3541,0.83285,-0.37265
-1.2677,0.85033,-0.35627
-1.1825,0.8671,-0.33897
-1.0984,0.8831,-0.32079
-1.0154,0.89828,-0.30176
-0.9334,0.91258,-0.28191
-0.85228,0.92594,-0.26131
-0.77199,0.93833,-0.23999
-0.69244,0.94968,-0.21802
-0.61357,0.95997,-0.19544
-0.53531,0.96914,-0.17232
-0.45758,0.97718,-0.14873
-0.38033,0.98403,-0.12472
-0.30349,0.98969,-0.10038
-0.227,0.99413,-0.075769
-0.15079,0.99733,-0.05096
-0.074809,0.99929,-0.026029
0.0010089,1,-0.0010494
0.076722,0.99946,0.023904
0.15239,0.99769,0.048759
0.22806,0.99468,0.073441
0.30381,0.99047,0.097879
0.37968,0.98507,0.122
0.45573,0.97851,0.14575
0.53203,0.97081,0.16905
0.60863,0.96203,0.19184
0.68558,0.9522,0.21406
0.76296,0.94136,0.23567
0.84081,0.92955,0.25661
0.9192,0.91684,0.27683
0.99819,0.90327,0.29629
1.0778,0.8889,0.31496
1.1582,0.87377,0.3328
1.2394,0.85796,0.34978
1.3214,0.84151,0.36588
1.4044,0.82449,0.38107
1.4884,0.80696,0.39535
1.5734,0.78896,0.4087
1.6596,0.77057,0.42111
1.7471,0.75183,0.43259
1.8358,0.73281,0.44312
1.9259,0.71355,0.45272
2.0176,0.69411,0.46139
2.1107,0.67453,0.46914
2.2056,0.65488,0.47599
2.3022,0.63518,0.48195
2.4007,0.6155,0.48704
2.5012,0.59586,0.49127
2.6037,0.57632,0.49468
2.7085,0.5569,0.49727
2.8156,0.53764,0.49909
2.9251,0.51858,0.50015
3.0372,0.49973,0.50048
3.1521,0.48114,0.50012
3.2699,0.46283,0.49907
3.3907,0.44481,0.49739
3.5147,0.42712,0.49509
3.6421,0.40976,0.49221
3.7731,0.39276,0.48877
3.9079,0.37612,0.48481
4.0467,0.35988,0.48035
4.1896,0.34402,0.47542
4.3371,0.32857,0.47005
4.4892,0.31353,0.46427
4.6462,0.2989,0.45811
4.8086,0.2847,0.4516
4.9764,0.27092,0.44475
5.1501,0.25757,0.4376
5.3301,0.24465,0.43017
5.5166,0.23216,0.42249
5.71,0.22009,0.41458
5.9109,0.20845,0.40646
6.1195,0.19722,0.39815
6.3365,0.18642,0.38969
6.5622,0.17603,0.38108
6.7974,0.16605,0.37234
7.0424,0.15646,0.36351
7.2981,0.14728,0.35459
7.5649,0.13848,0.3456
7.8438,0.13006,0.33656
8.1355,0.12202,0.32749
8.4408,0.11434,0.3184
8.7606,0.10702,0.30931
9.096,0.10005,0.30023
9.448,0.093416,0.29117
9.8178,0.087112,0.28214
10.207,0.081128,0.27317
10.616,0.075454,0.26426
11.047,0.070082,0.25541
11.502,0.065002,0.24665
11.982,0.060203,0.23798
12.49,0.055676,0.22941
13.027,0.051411,0.22094
13.595,0.047399,0.21259
14.199,0.043629,0.20436
14.839,0.040093,0.19627
15.519,0.03678,0.18831
16.244,0.03368,0.18049
17.015,0.030786,0.17282
17.839,0.028087,0.1653
18.719,0.025574,0.15793
19.66,0.023239,0.15073
20,0.022487,0.14832
