-20,1,0
-20,1,8.1755e-007
-20,1,3.0038e-006
-19.999,0.99999,6.0701e-006
-19.999,0.99999,9.4721e-006
-19.999,0.99999,1.2624e-005
-19.999,0.99999,1.4997e-005
-19.998,0.99998,1.6204e-005
-19.998,0.99998,1.6061e-005
-19.998,0.99999,1.4623e-005
-19.997,0.99999,1.2177e-005
-19.997,0.99999,9.1927e-006
-19.997,0.99999,6.2359e-006
-19.997,1,3.8568e-006
-19.996,1,2.4749e-006
-19.996,1,2.2852e-006
-19.996,1,3.2099e-006
-19.995,1,4.9113e-006
-19.995,0.99999,6.8716e-006
-19.995,0.99999,8.5251e-006
-19.994,0.99999,9.4134e-006
-19.994,0.99999,9.3196e-006
-19.993,0.99999,8.3387e-006
-19.993,0.99999,6.8519e-006
-19.993,0.99999,5.4016e-006
-19.992,1,4.4973e-006
-19.992,1,4.421e-006
-19.991,0.99999,5.108e-006
-19.991,0.99999,6.1692e-006
-19.99,0.99999,7.0641e-006
-19.99,0.99999,7.3626e-006
-19.989,0.99999,6.9707e-006
-19.989,0.99999,6.1874e-006
-19.988,0.99999,5.53e-006
-19.988,0.99999,5.4032e-006
-19.987,0.99999,5.8178e-006
-19.986,0.99999,6.3799e-006
-19.986,0.99999,6.6078e-006
-19.985,0.99999,6.3532e-006
-19.984,0.99999,5.9399e-006
-19.984,0.99999,5.8245e-006
-19.983,0.99999,6.0791e-006
-19.982,0.99999,6.3131e-006
-19.981,0.99999,6.2158e-006
-19.98,0.99999,6.0103e-006
-19.979,0.99999,6.0564e-006
-19.977,0.99999,6.202e-006
-19.976,0.99999,6.138e-006
-19.974,0.99999,6.0731e-006
-19.973,0.99999,6.1537e-006
-19.971,0.99999,6.1263e-006
-19.968,0.99999,6.1182e-006
-19.966,0.99999,6.139e-006
-19.962,0.99999,6.1267e-006
-19.957,0.99999,6.1366e-006
-19.95,0.99999,6.1394e-006
-19.937,0.99999,6.1471e-006
-19.903,0.99999,6.1675e-006
-19.764,0.99999,6.2526e-006
-19.252,0.99999,6.579e-006
-18.462,0.99999,7.1356e-006
-17.542,0.99999,7.8783e-006
-16.58,0.99999,8.7862e-006
-15.633,0.99999,9.8419e-006
-14.729,0.99999,1.1036e-005
-13.882,0.99999,1.236e-005
-13.096,0.99999,1.3812e-005
-12.369,0.99998,1.539e-005
-11.698,0.99998,1.7094e-005
-11.078,0.99998,1.8923e-005
-10.506,0.99998,2.0881e-005
-9.9752,0.99998,2.2969e-005
-9.483,0.99997,2.5189e-005
-9.0253,0.99997,2.7544e-005
-8.5988,0.99997,3.0036e-005
-8.2003,0.99997,3.2667e-005
-7.8274,0.99996,3.5439e-005
-7.4776,0.99996,3.8353e-005
-7.1488,0.99996,4.1411e-005
-6.8393,0.99996,4.4615e-005
-6.5472,0.99995,4.7964e-005
-6.2713,0.99995,5.146e-005
-6.0101,0.99994,5.5102e-005
-5.7624,0.99994,5.8889e-005
-5.5272,0.99994,6.2822e-005
-5.3035,0.99993,6.6897e-005
-5.0905,0.99993,7.1114e-005
-4.8872,0.99992,7.5471e-005
-4.6931,0.99992,7.9963e-005
-4.5073,0.99992,8.4589e-005
-4.3294,0.99991,8.9343e-005
-4.1588,0.99991,9.4221e-005
-3.995,0.9999,9.9219e-005
-3.8375,0.9999,0.00010433
-3.6858,0.99989,0.00010955
-3.5396,0.99989,0.00011487
-3.3985,0.99988,0.00012028
-3.2622,0.99987,0.00012578
-3.1304,0.99987,0.00013135
